date,channel,campaign,ad_group,spend,impressions,clicks,conversions
2/23/2022,Google Ads,Campaign_8,AdGroup_6,3596.28,103462,4956,539
2/23/2022,Meta Ads,Campaign_11,AdGroup_4,5273.41,55977,1867,42
2/24/2022,Google Ads,Campaign_7,AdGroup_1,1414.63,77863,2677,246
2/24/2022,Meta Ads,Campaign_9,AdGroup_5,5595.85,84403,1718,132
2/25/2022,Google Ads,Campaign_6,AdGroup_4,5680.36,105896,4112,103
2/25/2022,Meta Ads,Campaign_7,AdGroup_5,3333.10,86298,1972,140
2/26/2022,Google Ads,Campaign_3,AdGroup_4,5539.55,69249,1954,215
2/26/2022,Meta Ads,Campaign_5,AdGroup_4,3145.00,79729,2865,320
2/27/2022,Google Ads,Campaign_7,AdGroup_2,3987.36,24428,908,79
2/27/2022,Meta Ads,Campaign_3,AdGroup_5,3941.12,118238,4950,260
2/28/2022,Google Ads,Campaign_5,AdGroup_2,1928.10,86976,3641,348
2/28/2022,Meta Ads,Campaign_6,AdGroup_5,4750.82,81203,1704,172
3/1/2022,Google Ads,Campaign_6,AdGroup_3,2354.90,68527,2016,43
3/1/2022,Meta Ads,Campaign_1,AdGroup_3,5094.07,42598,1408,40
3/2/2022,Google Ads,Campaign_11,AdGroup_1,1835.84,33555,425,30
3/2/2022,Meta Ads,Campaign_8,AdGroup_6,5334.49,53030,1071,43
3/3/2022,Google Ads,Campaign_5,AdGroup_6,4641.99,50590,1307,119
3/3/2022,Meta Ads,Campaign_2,AdGroup_2,3943.27,79097,2618,149
3/4/2022,Google Ads,Campaign_8,AdGroup_6,4137.32,75699,3181,153
3/4/2022,Meta Ads,Campaign_8,AdGroup_5,5005.32,49028,2249,229
3/5/2022,Google Ads,Campaign_8,AdGroup_3,1375.99,110500,2273,120
3/5/2022,Meta Ads,Campaign_9,AdGroup_1,1669.44,117808,3377,280
3/6/2022,Google Ads,Campaign_7,AdGroup_6,3051.86,115243,3588,342
3/6/2022,Meta Ads,Campaign_6,AdGroup_3,2798.67,67975,1587,160
3/7/2022,Google Ads,Campaign_5,AdGroup_6,1598.04,33004,1358,71
3/7/2022,Meta Ads,Campaign_9,AdGroup_1,5818.20,87730,1601,88
3/8/2022,Google Ads,Campaign_1,AdGroup_2,2825.35,93984,2933,286
3/8/2022,Meta Ads,Campaign_3,AdGroup_5,1746.68,46555,911,46
3/9/2022,Google Ads,Campaign_2,AdGroup_2,4806.43,21134,487,15
3/9/2022,Meta Ads,Campaign_5,AdGroup_1,2851.96,97169,1718,161
3/10/2022,Google Ads,Campaign_7,AdGroup_1,5963.73,90758,4279,510
3/10/2022,Meta Ads,Campaign_6,AdGroup_4,5680.59,50687,1811,104
3/11/2022,Google Ads,Campaign_8,AdGroup_2,2060.30,100130,2849,199
3/11/2022,Meta Ads,Campaign_4,AdGroup_2,1963.86,46117,668,68
3/12/2022,Google Ads,Campaign_11,AdGroup_6,3260.77,63817,2010,54
3/12/2022,Meta Ads,Campaign_5,AdGroup_2,4349.30,46018,2274,206
3/13/2022,Google Ads,Campaign_11,AdGroup_1,3648.06,50037,2119,232
3/13/2022,Meta Ads,Campaign_4,AdGroup_6,1458.57,106843,5104,312
3/14/2022,Google Ads,Campaign_7,AdGroup_6,1890.12,22218,573,36
3/14/2022,Meta Ads,Campaign_12,AdGroup_2,1258.04,114856,1892,111
3/15/2022,Google Ads,Campaign_1,AdGroup_6,1985.82,53888,2022,125
3/15/2022,Meta Ads,Campaign_1,AdGroup_4,4073.99,82001,1240,32
3/16/2022,Google Ads,Campaign_1,AdGroup_4,1785.88,88134,4086,101
3/16/2022,Meta Ads,Campaign_8,AdGroup_4,4234.45,67729,1151,79
3/17/2022,Google Ads,Campaign_6,AdGroup_4,4695.04,30401,635,59
3/17/2022,Meta Ads,Campaign_6,AdGroup_3,3613.47,72509,3287,220
3/18/2022,Google Ads,Campaign_2,AdGroup_4,3618.54,112069,1224,146
3/18/2022,Meta Ads,Campaign_12,AdGroup_5,4044.58,116193,4802,313
3/19/2022,Google Ads,Campaign_3,AdGroup_4,2484.55,29504,774,34
3/19/2022,Meta Ads,Campaign_6,AdGroup_6,3241.21,119394,3363,212
3/20/2022,Google Ads,Campaign_7,AdGroup_3,1241.64,54536,2026,212
3/20/2022,Meta Ads,Campaign_6,AdGroup_2,5790.81,39922,1370,45
3/21/2022,Google Ads,Campaign_10,AdGroup_4,1410.47,46264,2032,178
3/21/2022,Meta Ads,Campaign_10,AdGroup_2,1244.37,66525,2830,264
3/22/2022,Google Ads,Campaign_11,AdGroup_6,4558.56,93723,3170,338
3/22/2022,Meta Ads,Campaign_5,AdGroup_3,4996.65,24509,518,52
3/23/2022,Google Ads,Campaign_7,AdGroup_5,4723.97,47704,1468,85
3/23/2022,Meta Ads,Campaign_3,AdGroup_3,3243.33,107492,3563,204
3/24/2022,Google Ads,Campaign_11,AdGroup_6,3101.46,63482,703,43
3/24/2022,Meta Ads,Campaign_7,AdGroup_5,5062.09,101288,2855,305
3/25/2022,Google Ads,Campaign_5,AdGroup_1,2419.43,74823,2899,334
3/25/2022,Meta Ads,Campaign_6,AdGroup_3,2626.90,65389,3071,348
3/26/2022,Google Ads,Campaign_8,AdGroup_2,2095.39,48880,866,84
3/26/2022,Meta Ads,Campaign_8,AdGroup_6,875.29,37205,1789,37
3/27/2022,Google Ads,Campaign_5,AdGroup_4,5761.85,87445,2792,162
3/27/2022,Meta Ads,Campaign_4,AdGroup_4,3533.23,53926,1922,218
3/28/2022,Google Ads,Campaign_2,AdGroup_5,3797.93,91363,987,87
3/28/2022,Meta Ads,Campaign_5,AdGroup_1,4796.93,112203,1846,158
3/29/2022,Google Ads,Campaign_3,AdGroup_6,1301.57,52168,745,23
3/29/2022,Meta Ads,Campaign_3,AdGroup_5,5640.37,54585,2140,189
3/30/2022,Google Ads,Campaign_10,AdGroup_3,1196.84,87994,2813,184
3/30/2022,Meta Ads,Campaign_5,AdGroup_6,1563.06,58914,1154,58
3/31/2022,Google Ads,Campaign_1,AdGroup_2,4554.82,116242,4697,94
3/31/2022,Meta Ads,Campaign_1,AdGroup_1,961.81,34891,1696,85
4/1/2022,Google Ads,Campaign_9,AdGroup_4,5015.12,114320,2088,221
4/1/2022,Meta Ads,Campaign_1,AdGroup_6,2117.48,56223,2635,89
4/2/2022,Google Ads,Campaign_2,AdGroup_5,2651.58,98794,4264,373
4/2/2022,Meta Ads,Campaign_11,AdGroup_5,5568.68,118046,2801,278
4/3/2022,Google Ads,Campaign_2,AdGroup_5,2050.09,21631,641,55
4/3/2022,Meta Ads,Campaign_9,AdGroup_3,4646.28,55507,1444,73
4/4/2022,Google Ads,Campaign_9,AdGroup_6,5145.44,70081,1723,84
4/4/2022,Meta Ads,Campaign_9,AdGroup_5,3337.88,93604,3582,412
4/5/2022,Google Ads,Campaign_6,AdGroup_4,5916.97,99098,2007,63
4/5/2022,Meta Ads,Campaign_3,AdGroup_1,4908.54,85384,1818,191
4/6/2022,Google Ads,Campaign_5,AdGroup_1,887.58,61506,1077,122
4/6/2022,Meta Ads,Campaign_12,AdGroup_3,2285.64,87088,4159,250
4/7/2022,Google Ads,Campaign_6,AdGroup_5,4291.83,56889,1193,112
4/7/2022,Meta Ads,Campaign_2,AdGroup_6,811.86,91901,3176,296
4/8/2022,Google Ads,Campaign_1,AdGroup_5,4535.39,62971,1075,58
4/8/2022,Meta Ads,Campaign_2,AdGroup_4,4889.89,72992,1338,121
4/9/2022,Google Ads,Campaign_8,AdGroup_3,4809.52,107692,3094,321
4/9/2022,Meta Ads,Campaign_12,AdGroup_3,1000.56,20497,554,41
4/10/2022,Google Ads,Campaign_10,AdGroup_1,5549.32,93043,2435,76
4/10/2022,Meta Ads,Campaign_5,AdGroup_2,4324.05,57570,2133,234
4/11/2022,Google Ads,Campaign_2,AdGroup_2,2913.60,79200,1864,73
4/11/2022,Meta Ads,Campaign_9,AdGroup_3,957.79,81399,3449,165
4/12/2022,Google Ads,Campaign_1,AdGroup_5,4447.89,55781,1072,34
4/12/2022,Meta Ads,Campaign_8,AdGroup_3,1691.30,103437,4233,250
4/13/2022,Google Ads,Campaign_5,AdGroup_1,2405.71,20904,437,35
4/13/2022,Meta Ads,Campaign_5,AdGroup_3,5927.40,46799,1595,182
4/14/2022,Google Ads,Campaign_7,AdGroup_4,3109.90,24913,361,8
4/14/2022,Meta Ads,Campaign_9,AdGroup_1,5421.99,84048,3202,129
4/15/2022,Google Ads,Campaign_8,AdGroup_6,1960.66,30409,1243,105
4/15/2022,Meta Ads,Campaign_4,AdGroup_3,4628.70,113035,3841,319
4/16/2022,Google Ads,Campaign_3,AdGroup_5,4533.91,113549,5589,248
4/16/2022,Meta Ads,Campaign_3,AdGroup_2,3584.63,115653,3179,133
4/17/2022,Google Ads,Campaign_8,AdGroup_2,1075.95,68674,3245,288
4/17/2022,Meta Ads,Campaign_12,AdGroup_6,5015.74,118592,2245,237
4/18/2022,Google Ads,Campaign_12,AdGroup_6,3620.91,47387,2273,51
4/18/2022,Meta Ads,Campaign_4,AdGroup_2,1912.79,53736,2485,221
4/19/2022,Google Ads,Campaign_8,AdGroup_6,3032.70,48391,1239,43
4/19/2022,Meta Ads,Campaign_10,AdGroup_3,3775.19,110284,1713,69
4/20/2022,Google Ads,Campaign_8,AdGroup_1,4437.49,103615,4519,528
4/20/2022,Meta Ads,Campaign_6,AdGroup_3,5791.39,64352,926,24
4/21/2022,Google Ads,Campaign_9,AdGroup_1,3330.20,104794,2506,82
4/21/2022,Meta Ads,Campaign_4,AdGroup_5,5366.10,107419,4454,453
4/22/2022,Google Ads,Campaign_6,AdGroup_4,3100.29,102586,3210,309
4/22/2022,Meta Ads,Campaign_12,AdGroup_6,5219.73,82000,3020,294
4/23/2022,Google Ads,Campaign_10,AdGroup_4,4681.05,46428,1167,32
4/23/2022,Meta Ads,Campaign_3,AdGroup_1,4714.41,69990,1152,122
4/24/2022,Google Ads,Campaign_7,AdGroup_5,3344.35,28518,945,37
4/24/2022,Meta Ads,Campaign_10,AdGroup_4,5757.03,64193,1680,92
4/25/2022,Google Ads,Campaign_4,AdGroup_6,2544.70,101116,2358,117
4/25/2022,Meta Ads,Campaign_2,AdGroup_2,4304.66,114455,3915,343
4/26/2022,Google Ads,Campaign_2,AdGroup_4,4853.30,46082,1173,139
4/26/2022,Meta Ads,Campaign_2,AdGroup_1,3354.70,30888,955,40
4/27/2022,Google Ads,Campaign_6,AdGroup_4,1285.73,109455,1850,156
4/27/2022,Meta Ads,Campaign_3,AdGroup_6,894.49,97553,2184,76
4/28/2022,Google Ads,Campaign_5,AdGroup_5,3917.24,92933,4029,409
4/28/2022,Meta Ads,Campaign_1,AdGroup_1,2554.66,75048,3055,124
4/29/2022,Google Ads,Campaign_5,AdGroup_4,5095.93,62629,2892,207
4/29/2022,Meta Ads,Campaign_4,AdGroup_2,1047.29,41167,588,51
4/30/2022,Google Ads,Campaign_9,AdGroup_6,3841.38,27469,319,8
4/30/2022,Meta Ads,Campaign_6,AdGroup_1,1308.30,119313,4406,184
5/1/2022,Google Ads,Campaign_2,AdGroup_4,1040.90,25823,900,104
5/1/2022,Meta Ads,Campaign_1,AdGroup_1,2896.32,30775,1390,157
5/2/2022,Google Ads,Campaign_1,AdGroup_3,3819.86,117710,2772,241
5/2/2022,Meta Ads,Campaign_12,AdGroup_2,5927.45,35818,1732,117
5/3/2022,Google Ads,Campaign_10,AdGroup_3,3264.70,78915,2418,117
5/3/2022,Meta Ads,Campaign_2,AdGroup_6,5594.59,87405,2764,177
5/4/2022,Google Ads,Campaign_12,AdGroup_6,1640.17,59468,2822,321
5/4/2022,Meta Ads,Campaign_6,AdGroup_4,6117.48,83395,2845,171
5/5/2022,Google Ads,Campaign_7,AdGroup_6,4913.25,56996,617,60
5/5/2022,Meta Ads,Campaign_5,AdGroup_5,3491.94,57723,2877,308
5/6/2022,Google Ads,Campaign_1,AdGroup_2,7757.75,42392,1264,31
5/6/2022,Meta Ads,Campaign_10,AdGroup_3,1443.50,91892,2325,77
5/7/2022,Google Ads,Campaign_8,AdGroup_5,4723.04,23586,709,60
5/7/2022,Meta Ads,Campaign_2,AdGroup_2,1648.75,103564,2960,137
5/8/2022,Google Ads,Campaign_5,AdGroup_5,1829.63,66523,3228,177
5/8/2022,Meta Ads,Campaign_3,AdGroup_6,3165.04,80584,2297,63
5/9/2022,Google Ads,Campaign_4,AdGroup_4,6595.24,78218,2754,174
5/9/2022,Meta Ads,Campaign_8,AdGroup_1,2058.53,106175,3404,338
5/10/2022,Google Ads,Campaign_3,AdGroup_4,5636.19,33640,781,55
5/10/2022,Meta Ads,Campaign_7,AdGroup_4,7182.23,101757,3427,132
5/11/2022,Google Ads,Campaign_12,AdGroup_2,6206.44,39640,1670,87
5/11/2022,Meta Ads,Campaign_3,AdGroup_5,4916.60,88417,4144,330
5/12/2022,Google Ads,Campaign_7,AdGroup_5,6041.59,22497,1119,129
5/12/2022,Meta Ads,Campaign_3,AdGroup_3,4175.31,119096,2836,150
5/13/2022,Google Ads,Campaign_11,AdGroup_4,5431.62,41620,1512,36
5/13/2022,Meta Ads,Campaign_9,AdGroup_6,1260.79,110333,2757,78
5/14/2022,Google Ads,Campaign_8,AdGroup_6,4495.79,83766,1198,128
5/14/2022,Meta Ads,Campaign_11,AdGroup_6,5362.71,81528,3228,176
5/15/2022,Google Ads,Campaign_7,AdGroup_4,6239.64,103682,2323,73
5/15/2022,Meta Ads,Campaign_3,AdGroup_2,3041.47,23009,238,20
5/16/2022,Google Ads,Campaign_3,AdGroup_1,2088.23,26424,1003,23
5/16/2022,Meta Ads,Campaign_1,AdGroup_2,7159.99,69099,850,76
5/17/2022,Google Ads,Campaign_5,AdGroup_5,6041.05,77683,2674,268
5/17/2022,Meta Ads,Campaign_3,AdGroup_1,7111.98,80059,3916,433
5/18/2022,Google Ads,Campaign_9,AdGroup_3,4421.01,61912,2998,251
5/18/2022,Meta Ads,Campaign_10,AdGroup_5,2247.00,74637,853,68
5/19/2022,Google Ads,Campaign_10,AdGroup_2,6981.71,85298,3949,419
5/19/2022,Meta Ads,Campaign_1,AdGroup_2,1668.32,112634,3172,333
5/20/2022,Google Ads,Campaign_7,AdGroup_6,4949.88,62565,1657,85
5/20/2022,Meta Ads,Campaign_12,AdGroup_4,6522.82,41965,1156,134
5/21/2022,Google Ads,Campaign_10,AdGroup_5,5365.15,107620,4567,157
5/21/2022,Meta Ads,Campaign_9,AdGroup_4,3255.02,114108,1632,97
5/22/2022,Google Ads,Campaign_1,AdGroup_1,7274.95,56170,2121,160
5/22/2022,Meta Ads,Campaign_2,AdGroup_1,1191.90,109550,3345,294
5/23/2022,Google Ads,Campaign_1,AdGroup_6,1670.08,63799,1669,141
5/23/2022,Meta Ads,Campaign_9,AdGroup_6,3471.68,100935,4298,203
5/24/2022,Google Ads,Campaign_12,AdGroup_4,7159.24,113193,3451,93
5/24/2022,Meta Ads,Campaign_9,AdGroup_1,5086.62,72199,2551,225
5/25/2022,Google Ads,Campaign_11,AdGroup_1,1662.88,119078,3847,253
5/25/2022,Meta Ads,Campaign_1,AdGroup_4,5653.70,45622,1700,81
5/26/2022,Google Ads,Campaign_8,AdGroup_1,7740.77,55045,1677,94
5/26/2022,Meta Ads,Campaign_1,AdGroup_6,6372.81,105748,4580,410
5/27/2022,Google Ads,Campaign_7,AdGroup_6,2267.38,102362,3722,87
5/27/2022,Meta Ads,Campaign_7,AdGroup_1,4796.65,89469,4070,200
5/28/2022,Google Ads,Campaign_11,AdGroup_1,6674.44,23280,1160,66
5/28/2022,Meta Ads,Campaign_7,AdGroup_5,4142.61,113363,2778,57
5/29/2022,Google Ads,Campaign_9,AdGroup_4,1982.67,70503,3203,207
5/29/2022,Meta Ads,Campaign_11,AdGroup_6,2573.42,90518,4441,227
5/30/2022,Google Ads,Campaign_8,AdGroup_1,5232.75,33106,886,77
5/30/2022,Meta Ads,Campaign_6,AdGroup_2,4931.72,62542,2232,56
5/31/2022,Google Ads,Campaign_10,AdGroup_6,7228.69,82286,1364,131
5/31/2022,Meta Ads,Campaign_4,AdGroup_4,7219.65,94094,2001,165
6/1/2022,Google Ads,Campaign_1,AdGroup_3,2077.14,109309,2950,159
6/1/2022,Meta Ads,Campaign_1,AdGroup_3,7161.56,58348,1473,109
6/2/2022,Google Ads,Campaign_12,AdGroup_1,7570.33,53503,2216,53
6/2/2022,Meta Ads,Campaign_12,AdGroup_2,1626.37,20892,508,53
6/3/2022,Google Ads,Campaign_8,AdGroup_2,3545.93,58059,2608,303
6/3/2022,Meta Ads,Campaign_4,AdGroup_3,5405.24,27531,634,42
6/4/2022,Google Ads,Campaign_9,AdGroup_2,2623.88,63646,2001,114
6/4/2022,Meta Ads,Campaign_1,AdGroup_4,4214.66,72208,797,25
6/5/2022,Google Ads,Campaign_10,AdGroup_4,4469.09,59524,2454,86
6/5/2022,Meta Ads,Campaign_1,AdGroup_2,4695.85,110584,2023,52
6/6/2022,Google Ads,Campaign_2,AdGroup_2,6383.81,72381,997,40
6/6/2022,Meta Ads,Campaign_12,AdGroup_1,3505.35,31992,1511,38
6/7/2022,Google Ads,Campaign_7,AdGroup_2,4412.98,58030,928,66
6/7/2022,Meta Ads,Campaign_3,AdGroup_1,4245.86,77131,1900,184
6/8/2022,Google Ads,Campaign_11,AdGroup_6,3438.09,54812,574,34
6/8/2022,Meta Ads,Campaign_3,AdGroup_4,7463.88,65695,2859,218
6/9/2022,Google Ads,Campaign_6,AdGroup_3,2027.92,84641,1173,51
6/9/2022,Meta Ads,Campaign_6,AdGroup_4,5349.62,45468,1705,40
6/10/2022,Google Ads,Campaign_2,AdGroup_5,1401.38,80521,3612,92
6/10/2022,Meta Ads,Campaign_7,AdGroup_1,4936.99,44018,1202,100
6/11/2022,Google Ads,Campaign_1,AdGroup_4,3084.37,95563,1822,142
6/11/2022,Meta Ads,Campaign_2,AdGroup_6,6460.21,31887,496,41
6/12/2022,Google Ads,Campaign_5,AdGroup_3,6923.47,110315,2952,237
6/12/2022,Meta Ads,Campaign_5,AdGroup_3,3914.34,79206,3192,92
6/13/2022,Google Ads,Campaign_7,AdGroup_5,4654.51,90317,4273,128
6/13/2022,Meta Ads,Campaign_8,AdGroup_5,7315.73,70315,1586,170
6/14/2022,Google Ads,Campaign_9,AdGroup_6,2624.55,81293,2531,166
6/14/2022,Meta Ads,Campaign_12,AdGroup_1,6993.17,95861,2928,68
6/15/2022,Google Ads,Campaign_1,AdGroup_1,4079.71,31546,1150,48
6/15/2022,Meta Ads,Campaign_11,AdGroup_2,5924.86,53329,2573,259
6/16/2022,Google Ads,Campaign_1,AdGroup_2,3055.45,61996,1983,93
6/16/2022,Meta Ads,Campaign_11,AdGroup_3,6236.05,22006,335,17
6/17/2022,Google Ads,Campaign_6,AdGroup_5,5557.53,21343,599,36
6/17/2022,Meta Ads,Campaign_11,AdGroup_1,6127.13,35851,1423,149
6/18/2022,Google Ads,Campaign_12,AdGroup_2,5727.17,56180,1883,131
