event_id,customer_id,event_type,event_date,channel
E4047660,C008627,app_login,2022-12-04,email
E5076605,C008627,email_open,2025-03-26,system
E1836561,C015161,email_open,2025-07-22,app
E5410738,C014163,sms_click,2024-08-19,app
E7566565,C014163,churn,2023-03-08,system
E3874383,C014163,churn,2023-11-03,app
E7310583,C008861,churn,2025-03-31,email
E6483793,C008861,sms_click,2025-06-15,system
E6927303,C014098,churn,2025-02-27,app
E1428909,C014098,email_open,2024-09-06,email
E4048687,C014098,churn,2025-07-17,sms
E4809179,C014098,reactivation,2023-11-05,system
E9857012,C014098,email_open,2024-02-17,system
E8182409,C015444,app_login,2025-01-29,sms
E8668896,C015444,sms_click,2024-07-13,sms
E4917410,C015444,email_open,2024-01-30,sms
E2514055,C015444,app_login,2024-04-12,system
E5748962,C015444,email_open,2024-10-09,system
E2456016,C016449,sms_click,2024-02-10,app
E9833388,C016449,sms_click,2025-05-08,system
E9843433,C016449,reactivation,2024-08-18,email
E5314610,C016449,sms_click,2024-12-26,sms
E4839626,C016177,email_open,2023-08-16,system
E2233030,C016177,app_login,2024-02-03,system
E9119690,C016177,email_open,2024-08-25,sms
E9350966,C016177,email_open,2024-12-17,email
E4021761,C016177,email_open,2023-12-16,app
E6778744,C016177,app_login,2024-09-07,system
E7297900,C014672,churn,2025-04-12,sms
E1641663,C014672,email_open,2024-06-18,app
E6101636,C001213,email_open,2024-02-26,app
E8696576,C001213,email_open,2023-02-09,sms
E6322202,C001213,email_open,2023-04-29,app
E3890024,C001213,email_open,2023-04-19,app
E3328138,C005787,sms_click,2024-05-17,email
E6730417,C005787,email_open,2024-11-01,sms
E7352945,C005787,sms_click,2024-07-05,system
E3736611,C012819,email_open,2024-09-07,app
E9087854,C012819,email_open,2024-11-30,sms
E8785380,C012819,app_login,2025-01-24,app
E7672188,C003054,email_open,2025-08-13,email
E3754471,C009166,app_login,2025-08-30,sms
E2360217,C009166,app_login,2024-09-20,app
E3187264,C016798,email_open,2025-06-21,sms
E2607949,C016798,email_open,2025-05-22,system
E8473339,C003839,sms_click,2024-03-17,sms
E1356516,C009076,sms_click,2025-01-11,app
E7096157,C009076,sms_click,2025-04-10,app
E6115829,C009076,email_open,2025-09-11,app
E6003807,C009076,churn,2024-08-10,app
E2366485,C009076,sms_click,2024-09-03,email
E8029787,C019826,sms_click,2022-10-18,system
E3107582,C019826,email_open,2024-12-02,app
E3342891,C014119,app_login,2025-09-16,email
E6680658,C014119,sms_click,2025-09-01,email
E4657733,C014119,sms_click,2024-06-17,email
E1468199,C014119,sms_click,2025-09-01,system
E2512185,C007627,churn,2025-12-26,email
E6583827,C016609,app_login,2025-12-10,sms
E4941094,C011530,app_login,2024-11-27,sms
E6293631,C011530,sms_click,2024-11-28,sms
E7333826,C008088,sms_click,2024-04-11,system
E8985818,C008088,email_open,2025-12-09,system
E6878621,C008088,email_open,2025-01-02,app
E3361540,C007525,app_login,2025-02-21,system
E1227625,C007525,app_login,2024-11-29,app
E8724331,C007525,email_open,2025-06-22,system
E3950207,C007525,sms_click,2025-01-04,sms
E6927052,C005487,email_open,2024-10-24,email
E8539676,C005487,sms_click,2024-09-30,sms
E2649321,C005487,sms_click,2024-08-09,email
E8650816,C005487,churn,2024-07-15,email
E3830707,C005487,app_login,2024-11-16,email
E7772324,C005196,churn,2024-05-08,app
E3199396,C005196,email_open,2022-08-25,sms
E4256277,C005196,sms_click,2022-10-27,sms
E4107719,C005196,email_open,2024-04-15,sms
E4306464,C007760,sms_click,2025-07-24,system
E2834093,C002984,email_open,2024-05-30,app
E5102587,C002984,email_open,2023-07-10,app
E7391415,C019314,sms_click,2025-10-21,app
E7047250,C009160,email_open,2025-09-05,system
E9767403,C009160,churn,2025-06-09,app
E8274632,C009160,sms_click,2025-02-01,sms
E2182600,C002011,churn,2025-03-20,app
E9065111,C002011,app_login,2023-03-07,system
E3455155,C002011,sms_click,2023-11-26,app
E8030685,C002011,app_login,2024-08-23,system
E2771823,C002011,email_open,2024-09-28,sms
E1203539,C016247,email_open,2024-01-11,system
E6006245,C016247,email_open,2025-07-08,sms
E3867509,C016247,app_login,2024-02-19,email
E4346222,C016247,email_open,2025-10-14,email
E2524415,C011686,email_open,2024-05-13,sms
E5090804,C011686,churn,2024-12-17,email
E8690072,C011686,email_open,2023-03-23,system
E7105001,C011686,app_login,2023-02-19,app
E2079121,C018862,email_open,2024-05-09,system
E9621192,C010112,email_open,2025-06-22,sms
E4311692,C010112,app_login,2025-08-11,app
E3677630,C002429,app_login,2025-06-01,sms
E5929914,C002429,sms_click,2025-10-07,system
E1692951,C002429,churn,2025-03-13,system
E9755562,C002429,sms_click,2025-12-07,sms
E1383290,C002429,email_open,2025-11-29,system
E3359863,C002008,app_login,2023-03-13,email
E6867292,C009739,app_login,2023-08-14,email
E9961007,C009522,app_login,2024-05-10,email
E7484085,C009522,churn,2025-10-22,system
E6680434,C009522,churn,2025-06-28,app
E4627060,C009522,app_login,2024-10-28,app
E6777910,C009522,email_open,2024-01-11,sms
E1185673,C009522,email_open,2025-06-29,email
E3452392,C007114,churn,2025-09-28,email
E7996854,C000307,email_open,2025-04-15,system
E3184350,C000307,email_open,2025-10-30,sms
E8413457,C000307,sms_click,2025-01-06,email
E5141287,C000307,email_open,2025-11-09,app
E7495237,C018466,email_open,2025-06-16,email
E4144757,C018466,app_login,2024-05-10,app
E6200279,C000842,sms_click,2023-11-23,sms
E5141447,C000842,app_login,2025-08-12,app
E7745540,C000842,sms_click,2024-05-13,app
E7856853,C017917,email_open,2024-06-05,email
E9159963,C017917,reactivation,2024-03-08,system
E2077851,C017917,email_open,2023-12-17,sms
E5408480,C017917,sms_click,2023-12-27,app
E3382113,C017917,email_open,2024-07-05,email
E5900672,C016293,reactivation,2025-07-25,email
E7916241,C016293,email_open,2025-08-19,sms
E6312439,C005169,email_open,2025-09-27,email
E7611579,C005169,churn,2025-09-11,system
E1603154,C005169,app_login,2025-11-12,app
E9553760,C005169,email_open,2025-05-14,email
E5729071,C005169,churn,2025-03-08,app
E4633257,C005169,app_login,2025-05-31,sms
E8081051,C009446,app_login,2023-11-23,email
E2817044,C014956,email_open,2025-03-18,system
E5943214,C014956,email_open,2025-03-12,email
E2336379,C014956,churn,2023-07-24,app
E6557329,C014956,sms_click,2025-03-18,sms
E3631660,C014956,app_login,2024-07-01,system
E5298112,C014956,sms_click,2023-04-03,app
E3076801,C018147,app_login,2025-12-01,app
E3878015,C018147,email_open,2025-10-22,system
E1320371,C009975,app_login,2025-08-27,email
E9208771,C009975,email_open,2023-12-23,app
E6424552,C016708,sms_click,2023-07-03,sms
E8277764,C016708,app_login,2024-12-28,email
E4799441,C016708,app_login,2025-06-21,system
E9918843,C016392,app_login,2024-02-15,system
E6376344,C007183,email_open,2024-10-27,email
E6989498,C007183,app_login,2024-02-27,sms
E9016482,C007183,email_open,2023-04-22,system
E5385467,C007183,churn,2024-07-03,system
E8918325,C007183,churn,2023-07-17,app
E5003817,C007183,app_login,2023-04-15,email
E6032771,C005406,sms_click,2022-07-28,system
E9576461,C005406,sms_click,2024-09-02,email
E6085311,C005406,churn,2023-05-13,email
E4461154,C005406,email_open,2022-04-13,email
E3682955,C005406,churn,2022-04-30,system
E9073720,C005406,email_open,2023-05-10,email
E6934276,C010427,email_open,2024-09-04,system
E4631756,C010427,email_open,2023-09-13,system
E9877303,C010427,app_login,2024-09-02,app
E7578649,C019611,churn,2025-02-18,sms
E5133476,C019611,app_login,2025-04-12,email
E6271648,C000978,app_login,2022-06-23,email
E7050508,C000978,email_open,2023-11-30,email
E4560330,C000978,sms_click,2024-09-25,app
E3765462,C000153,churn,2025-12-20,app
E3405763,C000153,app_login,2024-05-28,email
E8843960,C000153,email_open,2023-12-04,email
E7057294,C000153,reactivation,2025-08-11,sms
E7806707,C000153,email_open,2025-04-24,system
E1914875,C013404,email_open,2025-11-23,app
E2842418,C013404,churn,2024-10-29,sms
E6236345,C018874,churn,2023-09-17,app
E5748225,C018874,app_login,2022-09-15,email
E9776399,C018874,app_login,2022-09-23,system
E2115599,C005740,email_open,2025-06-12,system
E4642828,C005740,email_open,2024-09-08,app
E7053014,C005740,email_open,2024-10-07,app
E6939200,C005740,churn,2023-08-30,system
E6451926,C019739,sms_click,2023-02-08,system
E5403330,C011187,reactivation,2025-07-01,system
E6925232,C011187,email_open,2024-02-05,system
E7692653,C011187,churn,2024-04-06,app
E1990948,C011187,email_open,2024-10-26,sms
E1921866,C011187,sms_click,2025-08-02,sms
E9322669,C011187,sms_click,2024-01-14,sms
E6122588,C010546,email_open,2024-08-24,app
E6164358,C010546,email_open,2023-10-08,app
E5751735,C010546,app_login,2024-04-19,sms
E3764595,C010546,app_login,2023-07-20,email
E6254927,C010546,email_open,2024-06-10,system
E4635571,C007240,app_login,2023-06-13,sms
E4940815,C007240,email_open,2024-02-11,sms
E4714116,C007240,email_open,2023-02-01,email
E1348843,C007240,email_open,2024-09-26,system
E5660989,C006362,churn,2023-11-20,sms
E3129390,C006362,email_open,2024-10-16,sms
E3798931,C011579,sms_click,2024-01-14,app
E4119687,C011579,sms_click,2024-04-03,app
E3212111,C011579,sms_click,2022-09-18,app
E9703752,C011579,email_open,2022-09-05,system
E3135641,C005874,app_login,2025-12-20,app
E7380417,C007687,app_login,2024-05-26,email
E6731496,C007687,sms_click,2023-05-10,sms
E9994885,C013843,sms_click,2022-06-16,system
E2439179,C013843,reactivation,2023-02-23,email
E5245294,C013843,app_login,2023-07-10,app
E3939501,C013843,churn,2023-02-20,app
E8741776,C013843,sms_click,2023-10-22,email
E4752596,C013843,email_open,2024-06-18,app
E8547067,C016986,app_login,2025-05-28,app
E3524972,C016986,reactivation,2024-03-21,email
E9772150,C016986,email_open,2023-11-22,email
E7971979,C016986,email_open,2024-07-07,system
E7062330,C010884,email_open,2024-04-02,system
E1611186,C010884,email_open,2025-08-03,system
E4080671,C010884,sms_click,2023-06-19,email
E4984949,C010884,sms_click,2023-06-20,email
E6538091,C010884,churn,2025-01-07,email
E1305282,C010884,sms_click,2025-04-01,system
E5481252,C015118,app_login,2025-06-21,system
E1341084,C015118,sms_click,2024-12-20,app
E7410197,C015118,churn,2025-07-05,email
E3159897,C015118,email_open,2025-10-08,sms
E6426171,C013426,sms_click,2025-09-21,email
E7172818,C013426,churn,2023-05-14,email
E8568386,C013426,reactivation,2024-12-06,system
E1320080,C013426,email_open,2023-07-15,email
E6994110,C013426,sms_click,2024-06-08,email
E8202422,C019598,sms_click,2025-10-21,email
E4078451,C014357,churn,2025-10-19,system
E4048516,C002960,sms_click,2024-07-02,app
E4641351,C002960,app_login,2025-01-04,app
E4331125,C002960,churn,2025-08-27,email
E9251000,C003967,email_open,2024-06-01,app
E3386526,C003967,churn,2023-07-25,sms
E3678890,C003967,sms_click,2024-10-06,sms
E3596068,C019800,email_open,2023-01-29,system
E1443176,C019800,email_open,2022-09-19,sms
E3789602,C019800,app_login,2023-04-14,system
E7764877,C004513,email_open,2025-01-24,system
E5181306,C004513,reactivation,2024-11-18,email
E3372598,C009409,email_open,2024-12-22,app
E9283001,C009409,sms_click,2025-08-14,email
E3837439,C009477,email_open,2025-12-10,system
E4773454,C009477,churn,2025-12-28,app
E5485703,C009477,sms_click,2024-09-07,system
E2185168,C009477,app_login,2025-05-26,sms
E4837979,C008750,email_open,2025-08-24,email
E7420896,C003884,sms_click,2025-06-07,system
E2033602,C003884,email_open,2025-07-30,sms
E3789839,C007614,email_open,2024-08-05,app
E5550076,C007614,app_login,2025-06-22,sms
E9749273,C007614,email_open,2024-11-08,system
E2008221,C007614,app_login,2024-09-15,email
E9712506,C006086,reactivation,2025-09-02,app
E7318465,C007590,app_login,2025-02-01,email
E7183736,C007590,sms_click,2025-01-25,app
E7736917,C007590,email_open,2025-11-03,sms
E6924924,C011165,email_open,2024-09-24,email
E1145582,C011165,sms_click,2024-02-18,system
E9880959,C011165,email_open,2024-05-06,app
E8678890,C014459,email_open,2023-01-08,app
E5473494,C014459,email_open,2023-01-05,sms
E1956277,C014459,app_login,2022-09-15,email
E7963156,C014459,email_open,2024-03-05,app
E6003053,C014459,email_open,2022-12-11,sms
E6172785,C000595,churn,2025-11-25,sms
E7985721,C019016,email_open,2025-12-13,sms
E2454688,C019016,sms_click,2024-09-10,sms
E7731939,C016207,app_login,2025-01-28,sms
E3761183,C003914,app_login,2022-07-08,system
E7727675,C003914,app_login,2023-04-07,email
E4780174,C003914,app_login,2024-07-28,email
E2235637,C001946,email_open,2025-02-20,sms
E2972766,C001946,email_open,2024-05-28,email
E7082899,C001946,app_login,2024-05-20,app
E7041114,C001946,sms_click,2025-07-15,email
E5844540,C013830,app_login,2024-12-05,system
E3966182,C013830,app_login,2025-03-28,email
E2884179,C013830,sms_click,2024-07-09,app
E4305294,C013830,sms_click,2024-11-12,system
E6897139,C008825,sms_click,2023-11-08,system
E3650743,C008825,churn,2023-12-02,sms
E7320943,C008825,email_open,2024-01-05,app
E7784983,C016059,app_login,2023-07-24,app
E2222055,C016059,app_login,2022-12-25,system
E6898207,C016059,email_open,2024-12-07,email
E8356750,C016059,app_login,2023-09-02,system
E3144668,C016059,sms_click,2024-01-03,app
E4219146,C016059,app_login,2023-05-16,app
E6462358,C001864,email_open,2024-11-30,sms
E9012592,C001864,churn,2023-11-14,email
E8275866,C002551,app_login,2023-02-17,app
E7710551,C002551,churn,2023-06-10,email
E9798759,C002551,sms_click,2022-05-01,email
E2614886,C002551,reactivation,2022-04-10,sms
E9441119,C008701,reactivation,2025-02-13,sms
E6998366,C009411,sms_click,2025-12-16,sms
E3530182,C009411,email_open,2024-11-20,system
E5843020,C009411,email_open,2024-05-13,sms
E5165488,C009897,churn,2024-08-01,email
E9220813,C008432,sms_click,2023-09-12,email
E4429824,C008432,email_open,2022-10-06,email
E4029098,C008432,email_open,2022-04-26,sms
E6387738,C008432,email_open,2023-11-23,email
E5911774,C012463,email_open,2025-09-15,sms
E1058690,C012463,email_open,2025-04-27,email
E8378474,C000392,sms_click,2024-08-16,email
E3182166,C000392,email_open,2025-05-13,app
E4684430,C000392,app_login,2023-08-22,sms
E8051942,C000392,churn,2023-08-12,system
E5224795,C012788,reactivation,2024-08-09,app
E5143508,C012788,churn,2024-06-14,sms
E9236356,C012788,churn,2024-01-02,app
E6546434,C004107,email_open,2023-11-07,email
E7865985,C004107,app_login,2023-10-24,sms
E6248576,C002897,churn,2023-08-16,email
E5288485,C002897,sms_click,2022-05-26,system
E4499755,C002897,email_open,2022-10-10,app
E3676157,C002897,sms_click,2024-06-12,sms
E6822766,C002897,sms_click,2023-03-20,sms
E6525836,C010199,reactivation,2022-11-09,app
E1291078,C010199,app_login,2022-09-19,sms
E8991207,C010199,app_login,2023-06-25,sms
E6161093,C010199,email_open,2024-02-23,sms
E2479272,C019312,email_open,2024-01-16,app
E9405968,C019312,sms_click,2024-12-04,email
E1742955,C019312,email_open,2023-12-15,system
E6403866,C007834,email_open,2024-10-16,app
E1674328,C011077,email_open,2025-10-03,app
E6695401,C011077,churn,2025-11-04,email
E8709604,C011077,app_login,2024-04-16,email
E5688543,C011077,email_open,2025-10-19,email
E5306284,C009478,churn,2024-12-12,app
E7178091,C009478,churn,2023-03-05,app
E2717629,C009478,app_login,2024-07-21,app
E7574290,C018357,email_open,2024-07-27,system
E5915501,C018357,sms_click,2024-04-28,sms
E6055394,C018357,churn,2024-07-20,email
E9795605,C018357,email_open,2022-11-15,app
E9710188,C011532,app_login,2023-03-25,system
E1458177,C011532,email_open,2025-01-29,app
E7010456,C011532,email_open,2023-05-27,email
E1840477,C011532,churn,2024-01-21,email
E3689613,C004336,app_login,2023-04-13,sms
E3471919,C003457,app_login,2022-06-15,email
E2065675,C003457,churn,2023-10-14,app
E9414470,C003457,app_login,2023-12-10,email
E2888758,C003457,sms_click,2023-07-29,email
E6024990,C002309,email_open,2023-12-02,system
E6298890,C002309,email_open,2024-01-03,email
E2637601,C002309,app_login,2024-08-18,system
E4191150,C015061,app_login,2025-07-30,system
E2563030,C015061,sms_click,2025-10-23,app
E2505983,C010155,email_open,2022-10-10,app
E2566609,C010155,app_login,2022-11-16,email
E7316307,C010155,email_open,2022-05-08,system
E4762477,C010155,email_open,2023-02-01,app
E7360269,C010155,churn,2023-01-10,email
E4788254,C009669,sms_click,2025-06-21,sms
E8577196,C003517,email_open,2025-05-09,email
E4712681,C003517,reactivation,2024-06-14,system
E6523193,C003517,sms_click,2024-03-26,app
E8755462,C016648,email_open,2025-02-26,sms
E9623303,C016648,sms_click,2023-01-15,sms
E4384061,C016648,email_open,2022-12-28,system
E3233352,C002883,app_login,2024-07-06,system
E4086915,C002883,app_login,2025-07-23,email
E2732398,C002883,reactivation,2023-07-04,sms
E3469926,C019734,app_login,2025-05-14,system
E2740160,C003630,email_open,2024-02-26,email
E3204931,C003630,email_open,2025-01-16,system
E4261853,C003630,reactivation,2025-07-01,app
E1686979,C001688,email_open,2022-12-07,sms
E6875455,C001688,email_open,2023-11-26,sms
E7333455,C001688,app_login,2023-03-25,system
E2857536,C001688,reactivation,2025-02-14,sms
E8683953,C009672,churn,2024-06-30,sms
E5025596,C009672,churn,2024-12-20,email
E4680452,C009672,email_open,2024-08-24,sms
E2793754,C012331,email_open,2025-07-08,app
E7511789,C012331,email_open,2023-08-09,app
E6509864,C013483,reactivation,2022-06-24,sms
E7082933,C015289,email_open,2024-11-25,sms
E4771949,C015289,app_login,2024-09-18,sms
E8304871,C006727,email_open,2023-03-27,email
E7296570,C006727,email_open,2022-07-05,email
E6672222,C006727,email_open,2024-03-29,email
E7797595,C006727,app_login,2024-02-24,sms
E8460173,C006727,email_open,2022-07-31,sms
E2064512,C006727,app_login,2023-02-03,email
E4727113,C006794,sms_click,2025-07-03,app
E9068528,C006794,churn,2025-11-09,system
E3831120,C015858,email_open,2023-03-17,email
E9799944,C018703,app_login,2024-12-11,email
E6968133,C018703,app_login,2022-12-29,sms
E6864163,C018703,email_open,2024-07-11,app
E2979000,C008410,reactivation,2023-09-17,app
E5784388,C008410,app_login,2024-12-24,app
E9914377,C008410,email_open,2025-03-30,app
E1915720,C015210,sms_click,2025-01-08,system
E7647055,C015210,churn,2025-06-21,sms
E7232397,C015210,email_open,2025-09-26,app
E4934708,C015210,email_open,2025-06-14,app
E4706136,C001747,churn,2022-11-29,sms
E5619107,C001747,app_login,2022-11-20,system
E3014161,C001747,email_open,2024-01-14,sms
E6775346,C001747,app_login,2022-09-26,sms
E4626911,C019350,churn,2025-01-27,sms
E6771554,C019350,email_open,2025-10-08,sms
E3699188,C019350,email_open,2024-12-02,system
E7715966,C019350,email_open,2025-10-14,sms
E6127530,C002685,email_open,2025-10-29,system
E4800179,C017700,sms_click,2023-02-21,email
E5283593,C017700,email_open,2023-12-15,app
E7767440,C017700,app_login,2025-03-11,sms
E5361819,C017700,email_open,2024-07-18,email
E3269978,C001866,sms_click,2025-09-28,system
E2424776,C007574,churn,2025-08-10,email
E5090018,C007574,churn,2025-07-07,email
E2464140,C007574,sms_click,2024-09-21,system
E4366317,C003404,app_login,2024-11-23,app
E5677222,C003404,churn,2024-12-01,system
E7225912,C003404,app_login,2025-12-15,email
E9169044,C008412,sms_click,2025-01-08,app
E9379399,C008412,reactivation,2025-03-31,email
E3473379,C008412,churn,2023-01-24,system
E6542563,C008412,app_login,2025-01-09,email
E1316516,C008412,churn,2023-06-07,sms
E3487633,C008412,churn,2024-07-07,sms
E8581829,C017050,email_open,2023-05-26,sms
E4093580,C017050,app_login,2023-07-29,app
E7052773,C017050,app_login,2025-05-12,sms
E2439218,C017050,app_login,2025-05-06,app
E9195799,C000166,email_open,2022-10-14,system
E8582743,C000166,email_open,2023-11-25,system
E8029943,C000166,sms_click,2023-09-05,sms
E9333267,C009862,app_login,2022-11-25,system
E1792565,C009862,churn,2023-12-03,email
E1847823,C009862,churn,2023-05-12,app
E1957051,C009862,email_open,2023-05-07,app
E4747347,C009862,app_login,2022-12-30,system
E7785914,C009862,churn,2023-11-28,email
E1895237,C006643,app_login,2024-03-19,system
E9109449,C009142,email_open,2025-01-08,sms
E4104116,C009142,churn,2024-05-03,system
E5454454,C009142,churn,2025-11-13,system
E8059076,C009142,email_open,2025-05-29,app
E2741708,C009142,email_open,2025-11-08,email
E6200246,C009142,app_login,2024-08-19,sms
E3903383,C018683,sms_click,2025-05-14,email
E7749259,C018683,email_open,2024-05-28,system
E3896250,C018683,email_open,2024-10-10,email
E1347800,C018136,email_open,2022-09-11,email
E1455537,C018136,app_login,2023-08-09,email
E6679367,C004997,email_open,2025-03-23,sms
E4009896,C004997,app_login,2025-04-19,email
E5867555,C006912,sms_click,2023-06-24,app
E7062586,C006912,sms_click,2023-12-28,sms
E2108137,C006912,churn,2025-08-29,system
E5114331,C007637,churn,2024-05-02,email
E4514372,C007637,churn,2024-09-29,email
E3473448,C007416,sms_click,2025-06-26,sms
E2239805,C007416,app_login,2025-08-08,email
E3431282,C002462,app_login,2024-04-30,sms
E4850525,C002462,app_login,2025-11-30,sms
E4714680,C002462,sms_click,2025-05-24,sms
E6474345,C019451,email_open,2025-09-24,system
E1931836,C019451,email_open,2025-11-16,email
E6577379,C019451,email_open,2024-12-28,email
E8094531,C019451,email_open,2025-03-31,app
E4760085,C012247,email_open,2023-11-11,email
E1760055,C014530,churn,2025-04-27,system
E2078638,C014530,sms_click,2024-01-27,app
E3891488,C014530,churn,2025-05-18,system
E1479663,C014530,app_login,2025-09-29,email
E3429685,C007123,email_open,2024-10-03,sms
E9870342,C007123,sms_click,2025-11-11,email
E1356663,C007123,email_open,2023-09-27,email
E9318244,C007123,email_open,2024-08-16,system
E9601419,C007123,email_open,2023-10-27,app
E5292046,C012436,email_open,2025-09-06,sms
E7962257,C009413,app_login,2025-08-30,app
E7641719,C009413,email_open,2025-02-25,sms
E6494245,C009413,email_open,2025-02-01,sms
E2800866,C000869,sms_click,2024-12-09,email
E6430432,C000869,sms_click,2023-10-06,app
E5401197,C000869,churn,2024-03-14,app
E4109173,C008942,churn,2023-05-27,system
E1792219,C008942,reactivation,2023-07-28,email
E2110117,C008942,email_open,2023-12-22,email
E6429465,C008942,email_open,2023-02-24,sms
E2308510,C003099,sms_click,2024-02-13,system
E4882184,C003099,sms_click,2024-12-15,app
E7918764,C003099,email_open,2024-06-29,sms
E1705438,C003099,churn,2024-09-22,system
E3069697,C006492,churn,2025-07-03,app
E3133820,C012569,sms_click,2025-07-10,email
E9193742,C019920,email_open,2024-06-23,email
E1244634,C019920,email_open,2025-10-23,system
E4158888,C019920,email_open,2025-09-26,app
E6832491,C019920,email_open,2023-12-20,sms
E5105343,C016580,sms_click,2024-06-10,app
E2146407,C004417,email_open,2025-10-30,email
E4291287,C004417,email_open,2025-02-06,app
E4509637,C004417,churn,2025-01-20,email
E1892987,C004417,email_open,2024-03-25,sms
E3420492,C004417,app_login,2024-11-29,system
E9278374,C004417,churn,2024-03-23,sms
E5345438,C013321,app_login,2023-05-15,sms
E1477006,C013321,app_login,2022-12-22,app
E5990062,C013321,app_login,2024-06-17,email
E9576323,C013321,email_open,2023-10-03,email
E9397237,C013321,app_login,2022-10-13,system
E4933556,C013321,email_open,2023-11-11,app
E3693007,C001040,churn,2024-07-24,system
E8464601,C001040,email_open,2024-07-28,email
E4725861,C001040,email_open,2025-03-22,email
E3408801,C000948,sms_click,2025-12-10,system
E1091536,C000948,email_open,2025-02-01,sms
E9951558,C001299,churn,2023-11-08,sms
E8102329,C001299,reactivation,2024-06-05,app
E3555161,C008197,reactivation,2025-06-05,app
E3227928,C008197,app_login,2025-05-04,email
E2140713,C008197,app_login,2024-12-25,app
E7870920,C011429,email_open,2023-08-26,system
E4941133,C011429,churn,2023-07-10,app
E1964411,C011429,app_login,2023-11-11,sms
E4261470,C011429,email_open,2023-11-19,app
E9211437,C004283,sms_click,2023-09-28,email
E1380841,C004283,churn,2024-07-11,app
E9062322,C018328,email_open,2024-07-04,system
E2764360,C018328,app_login,2023-12-13,email
E2964098,C018328,email_open,2023-03-04,system
E2907352,C002391,app_login,2023-03-08,email
E3855666,C014462,sms_click,2024-02-20,app
E9720677,C014462,app_login,2024-05-19,sms
E9292018,C014462,app_login,2025-01-08,sms
E7490932,C014462,email_open,2024-11-25,email
E4225664,C014462,app_login,2024-06-30,sms
E6238050,C018548,app_login,2025-08-20,app
E2389402,C018084,churn,2023-05-30,system
E7286503,C004573,app_login,2025-11-05,sms
E8326268,C004573,churn,2025-03-20,system
E3348205,C004573,app_login,2025-08-18,app
E6107803,C004573,sms_click,2025-10-31,sms
E8612727,C000864,app_login,2024-08-29,app
E8481677,C000864,email_open,2024-05-13,sms
E2664832,C000864,app_login,2024-06-03,email
E3646073,C000864,app_login,2024-08-27,sms
E4031572,C000864,app_login,2024-03-27,system
E7999445,C018204,sms_click,2022-10-06,system
E7623452,C018204,churn,2022-12-04,app
E1745298,C018204,app_login,2023-03-23,sms
E7935586,C018204,email_open,2023-07-24,sms
E1016949,C018204,churn,2022-09-01,sms
E6084598,C008297,app_login,2025-05-25,app
E7362933,C008297,email_open,2024-09-21,sms
E6263395,C008297,app_login,2023-11-28,system
E8383391,C008297,churn,2024-07-26,email
E6392683,C011167,sms_click,2025-12-06,system
E5423566,C011167,sms_click,2025-11-25,email
E8351873,C011167,app_login,2025-11-09,sms
E2568061,C011167,app_login,2025-11-04,email
E1336263,C006865,app_login,2025-03-11,email
