date,channel,campaign,ad_group,spend,impressions,clicks,conversions
2022-04-17,Meta Ads,Campaign_12,AdGroup_6,5015.74,118592,2245,237
2022-04-18,Google Ads,Campaign_12,AdGroup_6,3620.91,47387,2273,51
2022-04-18,Meta Ads,Campaign_4,AdGroup_2,1912.79,53736,2485,221
2022-04-19,Google Ads,Campaign_8,AdGroup_6,3032.7,48391,1239,43
2022-04-19,Meta Ads,Campaign_10,AdGroup_3,3775.19,110284,1713,69
2022-04-20,Google Ads,Campaign_8,AdGroup_1,4437.49,103615,4519,528
2022-04-20,Meta Ads,Campaign_6,AdGroup_3,5791.39,64352,926,24
2022-04-21,Google Ads,Campaign_9,AdGroup_1,3330.2,104794,2506,82
2022-04-21,Meta Ads,Campaign_4,AdGroup_5,5366.1,107419,4454,453
2022-04-22,Google Ads,Campaign_6,AdGroup_4,3100.29,102586,3210,309
2022-04-22,Meta Ads,Campaign_12,AdGroup_6,5219.73,82000,3020,294
2022-04-23,Google Ads,Campaign_10,AdGroup_4,4681.05,46428,1167,32
2022-04-23,Meta Ads,Campaign_3,AdGroup_1,4714.41,69990,1152,122
2022-04-24,Google Ads,Campaign_7,AdGroup_5,3344.35,28518,945,37
2022-04-24,Meta Ads,Campaign_10,AdGroup_4,5757.03,64193,1680,92
2022-04-25,Google Ads,Campaign_4,AdGroup_6,2544.7,101116,2358,117
2022-04-25,Meta Ads,Campaign_2,AdGroup_2,4304.66,114455,3915,343
2022-04-26,Google Ads,Campaign_2,AdGroup_4,4853.3,46082,1173,139
2022-04-26,Meta Ads,Campaign_2,AdGroup_1,3354.7,30888,955,40
2022-04-27,Google Ads,Campaign_6,AdGroup_4,1285.73,109455,1850,156
2022-04-27,Meta Ads,Campaign_3,AdGroup_6,894.49,97553,2184,76
2022-04-28,Google Ads,Campaign_5,AdGroup_5,3917.24,92933,4029,409
2022-04-28,Meta Ads,Campaign_1,AdGroup_1,2554.66,75048,3055,124
2022-04-29,Google Ads,Campaign_5,AdGroup_4,5095.93,62629,2892,207
2022-04-29,Meta Ads,Campaign_4,AdGroup_2,1047.29,41167,588,51
2022-04-30,Google Ads,Campaign_9,AdGroup_6,3841.38,27469,319,8
2022-04-30,Meta Ads,Campaign_6,AdGroup_1,1308.3,119313,4406,184
2022-05-01,Google Ads,Campaign_2,AdGroup_4,1040.9,25823,900,104
2022-05-01,Meta Ads,Campaign_1,AdGroup_1,2896.32,30775,1390,157
2022-05-02,Google Ads,Campaign_1,AdGroup_3,3819.86,117710,2772,241
2022-05-02,Meta Ads,Campaign_12,AdGroup_2,5927.45,35818,1732,117
2022-05-03,Google Ads,Campaign_10,AdGroup_3,3264.7,78915,2418,117
2022-05-03,Meta Ads,Campaign_2,AdGroup_6,5594.59,87405,2764,177
2022-05-04,Google Ads,Campaign_12,AdGroup_6,1640.17,59468,2822,321
2022-05-04,Meta Ads,Campaign_6,AdGroup_4,6117.48,83395,2845,171
2022-05-05,Google Ads,Campaign_7,AdGroup_6,4913.25,56996,617,60
2022-05-05,Meta Ads,Campaign_5,AdGroup_5,3491.94,57723,2877,308
2022-05-06,Google Ads,Campaign_1,AdGroup_2,7757.75,42392,1264,31
2022-05-06,Meta Ads,Campaign_10,AdGroup_3,1443.5,91892,2325,77
2022-05-07,Google Ads,Campaign_8,AdGroup_5,4723.04,23586,709,60
2022-05-07,Meta Ads,Campaign_2,AdGroup_2,1648.75,103564,2960,137
2022-05-08,Google Ads,Campaign_5,AdGroup_5,1829.63,66523,3228,177
2022-05-08,Meta Ads,Campaign_3,AdGroup_6,3165.04,80584,2297,63
2022-05-09,Google Ads,Campaign_4,AdGroup_4,6595.24,78218,2754,174
2022-05-09,Meta Ads,Campaign_8,AdGroup_1,2058.53,106175,3404,338
2022-05-10,Google Ads,Campaign_3,AdGroup_4,5636.19,33640,781,55
2022-05-10,Meta Ads,Campaign_7,AdGroup_4,7182.23,101757,3427,132
2022-05-11,Google Ads,Campaign_12,AdGroup_2,6206.44,39640,1670,87
2022-05-11,Meta Ads,Campaign_3,AdGroup_5,4916.6,88417,4144,330
2022-05-12,Google Ads,Campaign_7,AdGroup_5,6041.59,22497,1119,129
2022-05-12,Meta Ads,Campaign_3,AdGroup_3,4175.31,119096,2836,150
2022-05-13,Google Ads,Campaign_11,AdGroup_4,5431.62,41620,1512,36
2022-05-13,Meta Ads,Campaign_9,AdGroup_6,1260.79,110333,2757,78
2022-05-14,Google Ads,Campaign_8,AdGroup_6,4495.79,83766,1198,128
2022-05-14,Meta Ads,Campaign_11,AdGroup_6,5362.71,81528,3228,176
2022-05-15,Google Ads,Campaign_7,AdGroup_4,6239.64,103682,2323,73
2022-05-15,Meta Ads,Campaign_3,AdGroup_2,3041.47,23009,238,20
2022-05-16,Google Ads,Campaign_3,AdGroup_1,2088.23,26424,1003,23
2022-05-16,Meta Ads,Campaign_1,AdGroup_2,7159.99,69099,850,76
2022-05-17,Google Ads,Campaign_5,AdGroup_5,6041.05,77683,2674,268
2022-05-17,Meta Ads,Campaign_3,AdGroup_1,7111.98,80059,3916,433
2022-05-18,Google Ads,Campaign_9,AdGroup_3,4421.01,61912,2998,251
2022-05-18,Meta Ads,Campaign_10,AdGroup_5,2247.0,74637,853,68
2022-05-19,Google Ads,Campaign_10,AdGroup_2,6981.71,85298,3949,419
2022-05-19,Meta Ads,Campaign_1,AdGroup_2,1668.32,112634,3172,333
2022-05-20,Google Ads,Campaign_7,AdGroup_6,4949.88,62565,1657,85
2022-05-20,Meta Ads,Campaign_12,AdGroup_4,6522.82,41965,1156,134
2022-05-21,Google Ads,Campaign_10,AdGroup_5,5365.15,107620,4567,157
2022-05-21,Meta Ads,Campaign_9,AdGroup_4,3255.02,114108,1632,97
2022-05-22,Google Ads,Campaign_1,AdGroup_1,7274.95,56170,2121,160
2022-05-22,Meta Ads,Campaign_2,AdGroup_1,1191.9,109550,3345,294
2022-05-23,Google Ads,Campaign_1,AdGroup_6,1670.08,63799,1669,141
2022-05-23,Meta Ads,Campaign_9,AdGroup_6,3471.68,100935,4298,203
2022-05-24,Google Ads,Campaign_12,AdGroup_4,7159.24,113193,3451,93
2022-05-24,Meta Ads,Campaign_9,AdGroup_1,5086.62,72199,2551,225
2022-05-25,Google Ads,Campaign_11,AdGroup_1,1662.88,119078,3847,253
2022-05-25,Meta Ads,Campaign_1,AdGroup_4,5653.7,45622,1700,81
2022-05-26,Google Ads,Campaign_8,AdGroup_1,7740.77,55045,1677,94
2022-05-26,Meta Ads,Campaign_1,AdGroup_6,6372.81,105748,4580,410
2022-05-27,Google Ads,Campaign_7,AdGroup_6,2267.38,102362,3722,87
2022-05-27,Meta Ads,Campaign_7,AdGroup_1,4796.65,89469,4070,200
2022-05-28,Google Ads,Campaign_11,AdGroup_1,6674.44,23280,1160,66
2022-05-28,Meta Ads,Campaign_7,AdGroup_5,4142.61,113363,2778,57
2022-05-29,Google Ads,Campaign_9,AdGroup_4,1982.67,70503,3203,207
2022-05-29,Meta Ads,Campaign_11,AdGroup_6,2573.42,90518,4441,227
2022-05-30,Google Ads,Campaign_8,AdGroup_1,5232.75,33106,886,77
2022-05-30,Meta Ads,Campaign_6,AdGroup_2,4931.72,62542,2232,56
2022-05-31,Google Ads,Campaign_10,AdGroup_6,7228.69,82286,1364,131
2022-05-31,Meta Ads,Campaign_4,AdGroup_4,7219.65,94094,2001,165
2022-06-01,Google Ads,Campaign_1,AdGroup_3,2077.14,109309,2950,159
2022-06-01,Meta Ads,Campaign_1,AdGroup_3,7161.56,58348,1473,109
2022-06-02,Google Ads,Campaign_12,AdGroup_1,7570.33,53503,2216,53
2022-06-02,Meta Ads,Campaign_12,AdGroup_2,1626.37,20892,508,53
2022-06-03,Google Ads,Campaign_8,AdGroup_2,3545.93,58059,2608,303
2022-06-03,Meta Ads,Campaign_4,AdGroup_3,5405.24,27531,634,42
2022-06-04,Google Ads,Campaign_9,AdGroup_2,2623.88,63646,2001,114
2022-06-04,Meta Ads,Campaign_1,AdGroup_4,4214.66,72208,797,25
2022-06-05,Google Ads,Campaign_10,AdGroup_4,4469.09,59524,2454,86
2022-06-05,Meta Ads,Campaign_1,AdGroup_2,4695.85,110584,2023,52
2022-06-06,Google Ads,Campaign_2,AdGroup_2,6383.81,72381,997,40
2022-06-06,Meta Ads,Campaign_12,AdGroup_1,3505.35,31992,1511,38
2022-06-07,Google Ads,Campaign_7,AdGroup_2,4412.98,58030,928,66
2022-06-07,Meta Ads,Campaign_3,AdGroup_1,4245.86,77131,1900,184
2022-06-08,Google Ads,Campaign_11,AdGroup_6,3438.09,54812,574,34
2022-06-08,Meta Ads,Campaign_3,AdGroup_4,7463.88,65695,2859,218
2022-06-09,Google Ads,Campaign_6,AdGroup_3,2027.92,84641,1173,51
2022-06-09,Meta Ads,Campaign_6,AdGroup_4,5349.62,45468,1705,40
2022-06-10,Google Ads,Campaign_2,AdGroup_5,1401.38,80521,3612,92
2022-06-10,Meta Ads,Campaign_7,AdGroup_1,4936.99,44018,1202,100
2022-06-11,Google Ads,Campaign_1,AdGroup_4,3084.37,95563,1822,142
2022-06-11,Meta Ads,Campaign_2,AdGroup_6,6460.21,31887,496,41
2022-06-12,Google Ads,Campaign_5,AdGroup_3,6923.47,110315,2952,237
2022-06-12,Meta Ads,Campaign_5,AdGroup_3,3914.34,79206,3192,92
2022-06-13,Google Ads,Campaign_7,AdGroup_5,4654.51,90317,4273,128
2022-06-13,Meta Ads,Campaign_8,AdGroup_5,7315.73,70315,1586,170
2022-06-14,Google Ads,Campaign_9,AdGroup_6,2624.55,81293,2531,166
2022-06-14,Meta Ads,Campaign_12,AdGroup_1,6993.17,95861,2928,68
2022-06-15,Google Ads,Campaign_1,AdGroup_1,4079.71,31546,1150,48
2022-06-15,Meta Ads,Campaign_11,AdGroup_2,5924.86,53329,2573,259
2022-06-16,Google Ads,Campaign_1,AdGroup_2,3055.45,61996,1983,93
2022-06-16,Meta Ads,Campaign_11,AdGroup_3,6236.05,22006,335,17
2022-06-17,Google Ads,Campaign_6,AdGroup_5,5557.53,21343,599,36
2022-06-17,Meta Ads,Campaign_11,AdGroup_1,6127.13,35851,1423,149
2022-06-18,Google Ads,Campaign_12,AdGroup_2,5727.17,56180,1883,131
